Transfer CCY,Transfer Date,Order ID,Buy/Sell,Instrument type,Instrument subtype,Instrument,Instrument CCY,Trade Amount,Trade Price,Settled PL
USD,8/6/25 15:57,705174,Sell,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16465,—
USD,8/6/25 15:58,705180,Buy,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16453,6
USD,8/6/25 15:59,705188,Sell,FOREX,Forex Majors,EUR/USD,USD,"20,000.00",1.16462,—
USD,8/13/25 9:22,723803,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.17259,—
USD,8/13/25 9:22,723810,Sell,FOREX,Forex Majors,EUR/USD,USD,"260,000.00",1.17259,—
USD,8/13/25 9:22,723817,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.17259,—
USD,8/13/25 9:22,723824,Sell,FOREX,Forex Majors,EUR/USD,USD,"260,000.00",1.17259,—
USD,8/13/25 9:22,723831,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.17259,—
USD,8/13/25 9:22,723838,Sell,FOREX,Forex Majors,EUR/USD,USD,"20,000.00",1.17259,—
USD,8/13/25 9:27,723857,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.17295,—
USD,8/13/25 9:27,723864,Sell,FOREX,Forex Majors,EUR/USD,USD,"260,000.00",1.17295,—
USD,8/13/25 9:27,723871,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.17295,—
USD,8/13/25 9:27,723878,Sell,FOREX,Forex Majors,EUR/USD,USD,"260,000.00",1.17295,—
USD,8/13/25 9:27,723885,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.17295,—
USD,8/13/25 9:27,723892,Sell,FOREX,Forex Majors,EUR/USD,USD,"20,000.00",1.17295,—
USD,8/13/25 9:27,723899,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.17294,—
USD,8/13/25 9:27,723906,Sell,FOREX,Forex Majors,EUR/USD,USD,"260,000.00",1.17294,—
USD,8/13/25 9:27,723913,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.17294,—
USD,8/13/25 9:27,723920,Sell,FOREX,Forex Majors,EUR/USD,USD,"260,000.00",1.17294,—
USD,8/13/25 9:27,723927,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.17294,—
USD,8/13/25 9:27,723934,Sell,FOREX,Forex Majors,EUR/USD,USD,"20,000.00",1.17294,—
USD,8/13/25 9:41,724067,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.1726,-160.4
USD,8/13/25 9:41,724074,Buy,FOREX,Forex Majors,EUR/USD,USD,"260,000.00",1.1726,-2.6
USD,8/13/25 9:41,724081,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.1726,-1
USD,8/13/25 9:41,724088,Buy,FOREX,Forex Majors,EUR/USD,USD,"260,000.00",1.1726,-2.6
USD,8/13/25 9:41,724095,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.1726,-1
USD,8/13/25 9:41,724102,Buy,FOREX,Forex Majors,EUR/USD,USD,"20,000.00",1.1726,-0.2
USD,8/13/25 9:41,724109,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.17256,31.8
USD,8/13/25 9:41,724116,Buy,FOREX,Forex Majors,EUR/USD,USD,"260,000.00",1.17256,101.4
USD,8/13/25 9:41,724123,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.17256,39
USD,8/13/25 9:41,724130,Buy,FOREX,Forex Majors,EUR/USD,USD,"260,000.00",1.17256,101.4
USD,8/13/25 9:41,724137,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.17256,39
USD,8/13/25 9:41,724144,Buy,FOREX,Forex Majors,EUR/USD,USD,"20,000.00",1.17256,7.8
USD,8/13/25 9:41,724151,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.17255,39.2
USD,8/13/25 9:41,724158,Buy,FOREX,Forex Majors,EUR/USD,USD,"260,000.00",1.17255,101.4
USD,8/13/25 9:41,724165,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.17255,39
USD,8/13/25 9:41,724172,Buy,FOREX,Forex Majors,EUR/USD,USD,"260,000.00",1.17255,101.4
USD,8/13/25 9:41,724179,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.17255,39
USD,8/13/25 9:41,724186,Buy,FOREX,Forex Majors,EUR/USD,USD,"20,000.00",1.17255,7.8
USD,8/13/25 11:54,724563,Buy,FOREX,Forex Majors,EUR/USD,USD,"20,000.00",1.17162,26.4
USD,8/13/25 12:53,725198,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16994,—
USD,8/13/25 12:53,725205,Buy,FOREX,Forex Majors,EUR/USD,USD,"260,000.00",1.16994,—
USD,8/13/25 12:53,725212,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16994,—
USD,8/13/25 12:53,725219,Buy,FOREX,Forex Majors,EUR/USD,USD,"260,000.00",1.16994,—
USD,8/13/25 12:53,725226,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16994,—
USD,8/13/25 12:53,725233,Buy,FOREX,Forex Majors,EUR/USD,USD,"20,000.00",1.16994,—
USD,8/13/25 12:57,725276,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.17008,14
USD,8/13/25 12:57,725283,Sell,FOREX,Forex Majors,EUR/USD,USD,"260,000.00",1.17008,36.4
USD,8/13/25 12:57,725290,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.17008,14
USD,8/13/25 12:57,725297,Sell,FOREX,Forex Majors,EUR/USD,USD,"260,000.00",1.17008,36.4
USD,8/13/25 12:57,725304,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.17008,14
USD,8/13/25 12:57,725311,Sell,FOREX,Forex Majors,EUR/USD,USD,"20,000.00",1.17008,2.8
USD,8/15/25 12:01,733733,Sell,FOREX,Forex Majors,EUR/USD,USD,"20,000.00",1.16874,—
USD,8/17/25 21:13,739260,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.17089,—
USD,8/17/25 21:13,739267,Sell,FOREX,Forex Majors,EUR/USD,USD,"260,000.00",1.17089,—
USD,8/17/25 21:13,739274,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.17089,—
USD,8/17/25 21:13,739281,Sell,FOREX,Forex Majors,EUR/USD,USD,"260,000.00",1.17089,—
USD,8/17/25 21:13,739288,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.17089,—
USD,8/17/25 21:13,739295,Sell,FOREX,Forex Majors,EUR/USD,USD,"20,000.00",1.17089,—
USD,8/18/25 2:30,741116,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16996,50
USD,8/18/25 2:30,741123,Buy,FOREX,Forex Majors,EUR/USD,USD,"260,000.00",1.16996,241.8
USD,8/18/25 2:30,741130,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16996,93
USD,8/18/25 2:30,741137,Buy,FOREX,Forex Majors,EUR/USD,USD,"260,000.00",1.16996,241.8
USD,8/18/25 2:30,741144,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16996,93
USD,8/18/25 2:30,741151,Buy,FOREX,Forex Majors,EUR/USD,USD,"20,000.00",1.16996,18.6
USD,8/21/25 6:22,749700,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16394,139
USD,8/21/25 6:22,749712,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16395,—
USD,8/21/25 6:22,749734,Buy,FOREX,Forex Majors,EUR/USD,USD,"500,000.00",1.16396,—
USD,8/21/25 6:22,749751,Buy,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16381,—
USD,8/21/25 6:22,749764,Buy,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16383,—
USD,8/21/25 6:22,749779,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16384,—
USD,8/21/25 6:22,749798,Buy,FOREX,Forex Majors,EUR/USD,USD,"350,000.00",1.16384,—
USD,8/21/25 6:22,749812,Buy,FOREX,Forex Majors,EUR/USD,USD,"150,000.00",1.16384,—
USD,8/21/25 6:22,749836,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16382,—
USD,8/21/25 6:22,749853,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16366,—
USD,8/21/25 6:22,749868,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16367,—
USD,8/21/25 6:22,749885,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16365,—
USD,8/21/25 6:22,749904,Buy,FOREX,Forex Majors,EUR/USD,USD,"450,000.00",1.16362,—
USD,8/21/25 6:22,749917,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16361,—
USD,8/21/25 6:22,749935,Buy,FOREX,Forex Majors,EUR/USD,USD,"400,000.00",1.16361,—
USD,8/21/25 6:22,749948,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16357,—
USD,8/21/25 6:22,749972,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16357,—
USD,8/21/25 6:22,749989,Buy,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16354,—
USD,8/21/25 12:30,750961,Sell,FOREX,Forex Majors,EUR/USD,USD,"75,000.00",1.1649,72
USD,8/21/25 12:30,750978,Sell,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16496,50.55
USD,8/21/25 12:30,750995,Sell,FOREX,Forex Majors,EUR/USD,USD,"25,000.00",1.16514,29.75
USD,8/21/25 12:30,751028,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16511,115.3
USD,8/21/25 12:30,751045,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.1651,114
USD,8/21/25 12:30,751062,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16509,113
USD,8/21/25 12:30,751079,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16511,115
USD,8/21/25 12:30,751112,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16495,99
USD,8/21/25 12:30,751123,Sell,FOREX,Forex Majors,EUR/USD,USD,"250,000.00",1.16493,270.9
USD,8/21/25 12:32,751190,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16521,137
USD,8/21/25 12:32,751207,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16521,137
USD,8/21/25 12:32,751224,Sell,FOREX,Forex Majors,EUR/USD,USD,"300,000.00",1.16519,405.4
USD,8/21/25 12:32,751241,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16521,142.2
USD,8/21/25 12:32,751258,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16521,154.8
USD,8/21/25 12:32,751275,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16521,154.4
USD,8/21/25 12:32,751292,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16521,156.6
USD,8/21/25 12:32,751309,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.1651,148
USD,8/21/25 12:32,751320,Sell,FOREX,Forex Majors,EUR/USD,USD,"250,000.00",1.16509,367.5
USD,8/21/25 12:34,751339,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.1652,158.2
USD,8/21/25 12:34,751356,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.1652,159
USD,8/21/25 12:34,751373,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16522,161
USD,8/21/25 12:34,751390,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16521,160
USD,8/21/25 12:34,751423,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16522,161
USD,8/21/25 12:34,751440,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.1652,159.8
USD,8/21/25 12:34,751473,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16521,164
USD,8/21/25 12:34,751490,Sell,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.1652,81.5
USD,8/21/25 12:34,751507,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16531,140.7
USD,8/21/25 12:34,751520,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16531,—
USD,8/21/25 12:34,751541,Sell,FOREX,Forex Majors,EUR/USD,USD,"500,000.00",1.1653,—
USD,8/21/25 12:34,751558,Sell,FOREX,Forex Majors,EUR/USD,USD,"150,000.00",1.16531,—
USD,8/21/25 12:34,751572,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16532,—
USD,8/21/25 12:34,751608,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16531,—
USD,8/21/25 12:34,751621,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16531,—
USD,8/21/25 12:34,751642,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16532,—
USD,8/21/25 12:34,751659,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16532,—
USD,8/21/25 12:34,751676,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16531,—
USD,8/21/25 12:34,751690,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16531,—
USD,8/21/25 12:34,751710,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16531,—
USD,8/21/25 12:34,751727,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16533,—
USD,8/21/25 12:34,751744,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16534,—
USD,8/21/25 12:34,751759,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16531,—
USD,8/21/25 12:34,751776,Sell,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16531,—
USD,8/21/25 12:35,751795,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16541,—
USD,8/21/25 12:35,751826,Sell,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16541,—
USD,8/21/25 12:35,751841,Sell,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.1654,—
USD,8/21/25 12:35,751910,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16541,—
USD,8/21/25 12:35,751927,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16543,—
USD,8/21/25 12:35,751940,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16547,—
USD,8/21/25 12:35,751959,Sell,FOREX,Forex Majors,EUR/USD,USD,"500,000.00",1.16551,—
USD,8/21/25 12:35,751978,Sell,FOREX,Forex Majors,EUR/USD,USD,"250,000.00",1.16552,—
USD,8/21/25 12:42,751995,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16483,48
USD,8/21/25 12:42,752010,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16483,47.2
USD,8/21/25 12:42,752029,Buy,FOREX,Forex Majors,EUR/USD,USD,"500,000.00",1.16483,235.8
USD,8/21/25 12:42,752043,Buy,FOREX,Forex Majors,EUR/USD,USD,"250,000.00",1.16482,123.5
USD,8/21/25 12:42,752059,Buy,FOREX,Forex Majors,EUR/USD,USD,"500,000.00",1.16482,247
USD,8/21/25 12:42,752080,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16482,49
USD,8/21/25 12:42,752093,Buy,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16478,27.1
USD,8/21/25 12:42,752106,Buy,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16477,28
USD,8/21/25 12:42,752129,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16477,56.8
USD,8/21/25 12:42,752145,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16478,53.6
USD,8/21/25 12:42,752163,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16477,57
USD,8/21/25 12:42,752182,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16476,65
USD,8/21/25 12:42,752197,Buy,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16478,31.2
USD,8/21/25 12:42,752212,Buy,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16477,31.8
USD,8/21/25 12:42,752227,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16478,63.6
USD,8/21/25 12:42,752250,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16472,72.2
USD,8/21/25 12:42,752265,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16474,74.2
USD,8/21/25 12:42,752280,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16475,76
USD,8/21/25 12:42,752297,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16475,76
USD,8/21/25 12:42,752318,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16473,78
USD,8/21/25 12:42,752332,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16474,77
USD,8/21/25 12:42,752352,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16476,75.3
USD,8/21/25 12:42,752366,Buy,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16476,38
USD,8/21/25 12:42,752379,Buy,FOREX,Forex Majors,EUR/USD,USD,"435,000.00",1.16477,127.5
USD,8/21/25 12:42,752418,Buy,FOREX,Forex Majors,EUR/USD,USD,"500,000.00",1.16478,—
USD,8/21/25 12:42,752429,Buy,FOREX,Forex Majors,EUR/USD,USD,"250,000.00",1.16479,—
USD,8/21/25 12:42,752466,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16474,—
USD,8/21/25 12:42,752483,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16474,—
USD,8/21/25 12:42,752500,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16473,—
USD,8/21/25 12:44,752517,Buy,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16454,—
USD,8/21/25 12:44,752535,Buy,FOREX,Forex Majors,EUR/USD,USD,"75,000.00",1.16462,—
USD,8/21/25 12:44,752546,Buy,FOREX,Forex Majors,EUR/USD,USD,"25,000.00",1.16462,—
USD,8/21/25 12:44,752565,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.1644,—
USD,8/21/25 12:44,752578,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.1644,—
USD,8/21/25 12:44,752599,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16442,—
USD,8/21/25 12:44,752612,Buy,FOREX,Forex Majors,EUR/USD,USD,"450,000.00",1.16441,—
USD,8/21/25 12:44,752625,Buy,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16441,—
USD,8/21/25 12:44,752644,Buy,FOREX,Forex Majors,EUR/USD,USD,"450,000.00",1.16441,—
USD,8/21/25 12:44,752660,Buy,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16441,—
USD,8/21/25 12:44,752684,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16439,—
USD,8/21/25 12:44,752701,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16439,—
USD,8/21/25 14:50,753591,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.1609,—
USD,8/21/25 14:50,753604,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.1609,—
USD,8/21/25 14:50,753625,Buy,FOREX,Forex Majors,EUR/USD,USD,"500,000.00",1.16092,—
USD,8/21/25 14:50,753642,Buy,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16092,—
USD,8/21/25 14:50,753659,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16085,—
USD,8/21/25 14:50,753676,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16076,—
USD,8/21/25 14:50,753693,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16076,—
USD,8/21/25 14:50,753706,Buy,FOREX,Forex Majors,EUR/USD,USD,"200,000.00",1.16076,—
USD,8/21/25 14:50,753718,Buy,FOREX,Forex Majors,EUR/USD,USD,"300,000.00",1.16077,—
USD,8/21/25 14:50,753742,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16077,—
USD,8/21/25 14:50,753758,Buy,FOREX,Forex Majors,EUR/USD,USD,"350,000.00",1.16077,—
USD,8/21/25 14:50,753794,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16075,—
USD,8/21/25 14:50,753811,Buy,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16076,—
USD,8/21/25 14:50,753828,Buy,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16076,—
USD,8/21/25 14:51,753845,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16112,-365
USD,8/21/25 14:51,753858,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16112,-365
USD,8/21/25 14:51,753879,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16111,-366.35
USD,8/21/25 14:51,753892,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16111,-367
USD,8/21/25 14:51,753913,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16112,-366
USD,8/21/25 14:51,753930,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16113,-365
USD,8/21/25 14:51,753947,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16112,-366
USD,8/21/25 14:51,753964,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16112,-366.35
USD,8/21/25 14:51,753979,Sell,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16112,-183.5
USD,8/21/25 14:51,753994,Sell,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16112,-183.5
USD,8/21/25 14:51,754015,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16112,-367
USD,8/21/25 14:51,754032,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16113,-361.75
USD,8/21/25 14:51,754049,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16113,-361
USD,8/21/25 14:51,754066,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16113,-360.15
USD,8/21/25 14:51,754083,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16113,-346.65
USD,8/21/25 14:51,754100,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16114,-340.3
USD,8/21/25 14:51,754117,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16114,-326
USD,8/21/25 14:51,754134,Sell,FOREX,Forex Majors,EUR/USD,USD,"350,000.00",1.16112,"-1,151.85"
USD,8/21/25 14:51,754147,Sell,FOREX,Forex Majors,EUR/USD,USD,"250,000.00",1.16112,-822.5
USD,8/21/25 14:51,754168,Sell,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16114,-163.5
USD,8/21/25 15:06,754185,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16107,-334
USD,8/21/25 15:06,754196,Sell,FOREX,Forex Majors,EUR/USD,USD,"400,000.00",1.16105,"-1,344.00"
USD,8/21/25 15:07,754215,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16098,-341.3
USD,8/21/25 15:07,754226,Sell,FOREX,Forex Majors,EUR/USD,USD,"400,000.00",1.16096,-379.05
USD,8/21/25 15:08,754245,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16117,25
USD,8/21/25 15:08,754255,Sell,FOREX,Forex Majors,EUR/USD,USD,"400,000.00",1.16116,98.45
USD,8/21/25 15:15,754335,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16042,-39.85
USD,8/21/25 15:15,754346,Sell,FOREX,Forex Majors,EUR/USD,USD,"400,000.00",1.16039,-148.35
USD,8/21/25 15:17,754365,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16043,-34
USD,8/21/25 15:17,754375,Sell,FOREX,Forex Majors,EUR/USD,USD,"400,000.00",1.16042,-140
USD,8/21/25 15:19,754395,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16041,-36
USD,8/21/25 15:19,754406,Sell,FOREX,Forex Majors,EUR/USD,USD,"400,000.00",1.16039,-135.21
USD,8/21/25 17:14,754576,Sell,FOREX,Forex Majors,EUR/USD,USD,"75,000.00",1.16165,—
USD,8/21/25 17:23,754593,Buy,FOREX,Forex Majors,EUR/USD,USD,"75,000.00",1.16151,-33.6
USD,8/21/25 17:47,754629,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16172,—
USD,8/21/25 17:47,754625,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16172,—
USD,8/21/25 17:47,754660,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16172,—
USD,8/21/25 17:47,754677,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16172,—
USD,8/21/25 17:47,754694,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16173,—
USD,8/21/25 17:47,754709,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16173,—
USD,8/21/25 17:47,754728,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16172,—
USD,8/21/25 17:47,754761,Sell,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16173,—
USD,8/21/25 17:47,754775,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16173,—
USD,8/21/25 17:48,754795,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16173,—
USD,8/21/25 17:48,754828,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16173,—
USD,8/21/25 17:48,754845,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16173,—
USD,8/21/25 17:48,754862,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16173,—
USD,8/21/25 17:48,754879,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16173,—
USD,8/21/25 17:48,754896,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16173,—
USD,8/21/25 17:48,754913,Sell,FOREX,Forex Majors,EUR/USD,USD,"50,000.00",1.16173,—
USD,8/21/25 17:49,754946,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16182,—
USD,8/21/25 17:49,754963,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16182,—
USD,8/21/25 17:49,754980,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16182,—
USD,8/21/25 17:49,754997,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16182,—
USD,8/21/25 17:49,755014,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16182,—
USD,8/21/25 17:49,755031,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16183,—
USD,8/21/25 17:49,755048,Sell,FOREX,Forex Majors,EUR/USD,USD,"100,000.00",1.16185,—
